specialization_id,brand_name,name,sku,product_size,image_path,prescriptionable,is_other_brand,price,client_points,doctor_points,ingredients,nutritional_facts,directions,description,is_free_product,
2,CardioPro,CardioPro,500mg,60 Capsules,public/products-uat/5e3b546d8ca2fpQRTONIoua94sS6iBANn4FFDd4MojtCAvCtJxcLI.png,1,0,1990,78,156,<p>Tomato Concentrate -75</p><p>CoEnzyme Q10 - 30</p>,"<ol><li>The first natural, scientifically substantiated solution for healthy&nbsp; blood flow</li><li>The effect takes place within 1.5 hours after consumption</li><li>It is a water-soluble, tomato based extract containing multiple active constituents</li><li>Natural, healthy and safe</li><li>Fruitflow was the first ingredient with proprietary EFSA Art.13.5 health claim:</li></ol><p>&nbsp; <strong>“ Helps to inhibit platelet aggregation, which contributes to healthy blood flow”</strong></p>",<p>1-2 Capsules per day</p>,"<p>CardioPro is a Natural Solution for a Healthy Heart. It helps to inhibit platelet aggregation which contributes to a healthy blood flow. CardioPro is a water soluble tomato based extract containing multiple active constituents. Natural, healthy and safe.</p>",0,
9,GlucoHealth,GlucoHealth,500mg,30 Capsules,public/products-uat/5e3b57270ec9fu6NylUnvrycvqu3DVwJl6zbKQFPN0kLbrM4UM63Z.png,1,0,1350,53,105,<p>Cinnamon Extract 250</p><p>Chromium Enriched Yeast 40</p><p>Fermented Red Ginseng 20</p>,<ul><li>Helps to reduce blood sugar level (fasting blood glucose)</li><li>Helps to prevent insulin resistance</li><li>Helps improve insulin receptor sensitivity</li><li>Decrease Diabetes Type II risk</li></ul>,<p>1-2 Capsules per day</p>,"<p>GlucoHealth is a Triple Natural Solution to helps maintain Normal Glucose Level. It is a combination&nbsp; of 3 components. Cinnulin, Lalmin and Fermented Ginseng which helps to decrease the risk of Type II Diabetes.</p>",0,
2,Entrasol Platinum Vanilla 600g,Entrasol Platinum Vanilla 600g,600g,600g,public/products-uat/5e3b95e3872bdp3LUnSQQubhZfObmjLU5Hlvq2nxpRChZGEPmDrDV.png,1,0,869,20,20,<p>Energy - 248 Kcal</p><p>Protein - 12g</p><p>Carbohydrate 32g</p><p>Vitamin C - 36.8 mg</p><p>Folic Acid - 125mcg</p><p>Iodine - 46.2 mcg</p>,<p>It offers balance Nutrition</p>,<p>Add 4 scoops of Entrasol Platinum gradually to 200ml of water then stir until it completely dissolve.</p><p>1-2 Serving per day</p>,"<p>Entrasol Platinum offers Balance Nutrition. It has high protein for cell repair and regeneration. Composed of 75% Whey protein for easy absorption and prevention of muscle loss. High Fiber with 80% inulin for healthy bowel function and 20% beta glucan to lower cholesterol. It has Calcium, Vitamin D and Magnesium for stronger bones and healthier heart based on research.</p>",0,
1,Diabetamil Nutty Chocolate Cookies,Diabetamil Nutty Chocolate Cookies,200g x 12,200g x 12,public/products-uat/5e3b6d5a53168AIeVQCuI5LsfOUy0upFqJS5RtVJpK6DQ04Y2pGnJ.jpg,0,0,240,9,0,<p>Total Calories 80 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p><p>&nbsp,</p>,"<p>Diabetamil Cookies is specifically formulated as snack for diabetics. It is a controlled calorie and sugar free cookies. It has Low Gylcemic Index, foods with low GI value are products which are slowly digested and absorbed thus maintaining a steady blood glucose level.</p>",<p>Open 1 sachet ( 2 pieces ) of Diabetamil Cookies. Ready to be served.</p>,1,
2,Diabetamil Vanilla Dried Fruit Cookies,Diabetamil Vanilla Dried Fruit Cookies,200g x 12,200g x 12,public/products-uat/5e3b6e3e8b6f6HonHCwufeN6bu7prKzxoPn1I8fCwcIxbMIitjohQ.jpg,0,0,240,9,0,<p>Total Calories of 80 Kcal per serving</p><p>Total Calories of 400 Kcal per 100g</p>,<p>Diabetamil Cookies is suitable for Diabetics</p>,<p>Open 1 sachet ( 2 pieces ) of Diabetamil Cookies. Ready to be served.</p>,"<p>Diabetamil Cookies is specifically formulated as snack for diabetics. It is a controlled calorie and sugar free cookies. It has Low Gylcemic Index, foods with low GI value are products which are slowly digested and absorbed thus maintaining a steady blood glucose level.</p>",1,
2,Entrasol Platinum Chocolate 600g,Entrasol Platinum Chocolate 600g,600g,600g,public/products-uat/5e3b969a05d92cCUxQJzMzT96xfoo5anUMKWg5BGX7JZ3Ur5O5PxK.png,1,0,869,20,20,<p>Energy - 248 Kcal</p><p>Protein - 12g</p><p>Carbohydrate 32g</p><p>Vitamin C - 36.8 mg</p><p>Folic Acid - 125mcg</p><p>Iodine - 46.2 mcg</p>,<p>It offers balance Nutrition</p>,<p>Add 4 scoops of Entrasol Platinum gradually to 200ml of water then stir until it completely dissolve.</p><p>1-2 Serving per day</p>,"<p>Entrasol Platinum offers Balance Nutrition. It has high protein for cell repair and regeneration. Composed of 75% Whey protein for easy absorption and prevention of muscle loss. High Fiber with 80% inulin for healthy bowel function and 20% beta glucan to lower cholesterol. It has Calcium, Vitamin D and Magnesium for stronger bones and healthier heart based on research.</p>",0,
2,Entrasol Platinum Chocolate 200g,Entrasol Platinum Chocolate 200g,200g,200g,public/products-uat/5e3b98db32e7e69Ja3ZM1RG7LHSgwN3YmoocZ0WvNOtLBeduRj1km.png,1,0,315,7,7,<p>Energy - 248 Kcal</p><p>Protein - 12g</p><p>Carbohydrate 32g</p><p>Vitamin C - 36.8 mg</p><p>Folic Acid - 125mcg</p><p>Iodine - 46.2 mcg</p>,<p>It offers balance Nutrition</p>,<p>Add 4 scoops of Entrasol Platinum gradually to 200ml of water then stir until it completely dissolve.</p><p>1-2 Serving per day</p>,"<p>Entrasol Platinum offers Balance Nutrition. It has high protein for cell repair and regeneration. Composed of 75% Whey protein for easy absorption and prevention of muscle loss. High Fiber with 80% inulin for healthy bowel function and 20% beta glucan to lower cholesterol. It has Calcium, Vitamin D and Magnesium for stronger bones and healthier heart based on research.</p>",0,
2,Entrasol Platinum Vanilla 200g,Entrasol Platinum Vanilla 200g,200g,200g,public/products-uat/5e3b9949931bekXPlEyKpx7GK7O3DXwdZehv1fcg3Oy2qHzPs6NZh.png,1,0,315,7,7,<p>Energy - 248 Kcal</p><p>Protein - 12g</p><p>Carbohydrate 32g</p><p>Vitamin C - 36.8 mg</p><p>Folic Acid - 125mcg</p><p>Iodine - 46.2 mcg</p>,<p>It offers balance Nutrition</p>,<p>Add 4 scoops of Entrasol Platinum gradually to 200ml of water then stir until it completely dissolve.</p><p>1-2 Serving per day</p>,"<p>Entrasol Platinum offers Balance Nutrition. It has high protein for cell repair and regeneration. Composed of 75% Whey protein for easy absorption and prevention of muscle loss. High Fiber with 80% inulin for healthy bowel function and 20% beta glucan to lower cholesterol. It has Calcium, Vitamin D and Magnesium for stronger bones and healthier heart based on research.</p>",0,
2,Diabetamil Mochaccino 187.5g x 12,Diabetamil Mochaccino 187.5g x 12,187.5g x 12,187.5g x 12,public/products-uat/5e3b9d45a6176g0r6RawHZwCaTF0FqUWXwD3Vt3grOJfSNK6ksEAS.jpg,1,0,247,9,9,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour 2 sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
2,Diabetamil Chocolate with Cereal 187.5g x 12,Diabetamil Chocolate with Cereal 187.5g x 12,187.5g x 12,187.5g x 12,public/products-uat/5e3b9dd22d8caScVIT66KgiQefQvBF9UrwTQeTUt9jiQTzMiCZdSj.jpg,1,0,247,9,9,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour 2 sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
2,Diabetamil Vanilla with Cereal 187.5g x 12,Diabetamil Vanilla with Cereal 187.5g x 12,187.5g x 12,187.5g x 12,public/products-uat/5e3ba45d8824cEeFKYQFkMmoWs3u4URpJdmrN2ipBtpsMPQjFcXmy.jpg,1,0,247,9,9,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour 2 sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
2,Diabetamil Chocolate with Cereal 500g x 12,Diabetamil Chocolate with Cereal 500g x 12,500g x 12,500g x 12,public/products-uat/5e3ba4e2c9164HRB1Gzu2KcwnAc0ETieXh6aEdlEDyEJbO2IDwRVW.jpg,1,0,593,23,23,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour w sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
2,Diabetamil Vanilla with Cereal 500g x 12,Diabetamil Vanilla with Cereal 500g x 12,500g x 12,500g x 12,public/products-uat/5e3ba559d088b8lrzfL9AwIJ8MC9ywAcZYjKClXAIpWuTVrzcfp8k.jpg,1,0,593,23,23,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour w sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
2,Diabetamil Sweetener Sucrose 1g,Diabetamil Sweetener Sucrose 1g,1g,1g,public/products-uat/5e3ba77f96831WCDQ7hXvoA3zyMgsrQEI6Sy0Ykp5mRQ9ryCvYxQ6.jpg,0,0,138,5,0,"<p>Contains no Sugar, no Saccharine, no Cyclamate and no added Preservatives.</p>","<p>Diabetamil Sweetener Sucrose contains no Sugar, no Saccharine, no Cyclamate and no added Preservatives.&nbsp;</p>",<p>One stick of Diabetamil Sweetener is equivalent to 2 spoons of sugar. It delivers a delicious taste as well as being safe for Diabetics.</p>,"<p>Diabetamil Sweetener Sucrose contains no Sugar, no Saccharine, no Cyclamate and no added Preservatives. Not only does it smoothly dissolve in your favorite hot and cold drink, but it also contains the natural sweetener without the calories. One stick of Diabetamil Sweetener &nbsp;equivalent to 2 spoons of sugar. It delivers a delicious taste as well as being safe for Diabetics.</p>",1,
7,CardioPro,CardioPro,500mg,60 Capsules,public/products-uat/5e44e56cd8d5dsOoz8IrNfudryXz1YGPYJ60Cb8SQ9aV9S06ESsyW.png,1,0,1990,78,156,<p>Tomato Concentrate -75</p><p>CoEnzyme Q10 - 30</p>,"<ol><li>The first natural, scientifically substantiated solution for healthy&nbsp; blood flow</li><li>The effect takes place within 1.5 hours after consumption</li><li>It is a water-soluble, tomato based extract containing multiple active constituents</li><li>Natural, healthy and safe</li><li>Fruitflow was the first ingredient with proprietary EFSA Art.13.5 health claim:</li></ol><p>&nbsp; <strong>“ Helps to inhibit platelet aggregation, which contributes to healthy blood flow”</strong></p>",<p>1-2 Capsules per day</p>,"<p>CardioPro is a Natural Solution for a Healthy Heart. It helps to inhibit platelet aggregation which contributes to a healthy blood flow. CardioPro is a water soluble tomato based extract containing multiple active constituents. Natural, healthy and safe.</p>",0,
2,GlucoHealth,GlucoHealth,500mg,30 Capsules,public/products-uat/5e44e617033d0YaQEDYt9stlk71LxrutNPHNMQAbvRF7A6qO9uYNI.png,1,0,1350,53,105,<p>Cinnamon Extract 250</p><p>Chromium Enriched Yeast 40</p><p>Fermented Red Ginseng 20</p>,<ul><li>Helps to reduce blood sugar level (fasting blood glucose)</li><li>Helps to prevent insulin resistance</li><li>Helps improve insulin receptor sensitivity</li><li>Decrease Diabetes Type II risk</li></ul>,<p>1-2 Capsules per day</p>,"<p>GlucoHealth is a Triple Natural Solution to helps maintain Normal Glucose Level. It is a combination&nbsp; of 3 components. Cinnulin, Lalmin and Fermented Ginseng which helps to decrease the risk of Type II Diabetes.</p>",0,
9,Diabetamil Vanilla with Cereal 500g x 12,Diabetamil Vanilla with Cereal 500g x 12,500g x 12,500g x 12,public/products-uat/5e44f1b9d0df8fPkSWL36Q06m8dPx6BzvCCmdeS9v1Nih3yed9bUa.jpg,1,0,593,23,23,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour w sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
9,Diabetamil Chocolate with Cereal 500g x 12,Diabetamil Chocolate with Cereal 500g x 12,500g x 12,500g x 12,public/products-uat/5e44f2364ca1f2v94eRhZN09fQisHITEVzVWobPDQhFtFdGtdveZr.jpg,1,0,593,23,23,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour w sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
9,Diabetamil Vanilla with Cereal 187.5g x 12,Diabetamil Vanilla with Cereal 187.5g x 12,187.5g x 12,187.5g x 12,public/products-uat/5e44f2b31fe39OAOXWGxjPJQ5d9htg80TQxYkdw6cYfwyc0Cxlgp5.jpg,1,0,247,9,9,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour 2 sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
9,Diabetamil Chocolate with Cereal 187.5g x 12,Diabetamil Chocolate with Cereal 187.5g x 12,187.5g x 12,187.5g x 12,public/products-uat/5e44f33bc065dLIJ1sx9Ew4ABFAc3AbuGWaKhchLhwaXeUiTtqHu4.jpg,1,0,247,9,9,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour 2 sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
9,Diabetamil Mochaccino 187.5g x 12,Diabetamil Mochaccino 187.5g x 12,187.5g x 12,187.5g x 12,public/products-uat/5e44f3a9c2d4dt8XmWqTIBJIxlVxyePgkpWJDpv9yg0aChZUc8OKF.jpg,1,0,247,9,9,<p>Total Calories 250 Kcal per serving</p><p>Total Caloroes 400 Kcal per 100g</p>,<p>Diabetamil is a Meal Replacement Program especially created for Diabetic Patients. It is an easy meal replacement program to follow. You can just replace your breakfast and dinner diets with Diabetamil Nutritious Drink and you are sure to enjoy a better and healthier lifestyle.</p>,<p>Pour 2 sachets of Diabetamil drinks suitable for Diabetics into a glass. Add 200 ml of warm water. Stir well.</p>,<p>Diabetamil Nutritious Drink is slowly digested and absorbed. It helps to maintain a steady glucose level. A meal replacement for Diabetic patients for better and healthier lifestyle.</p>,0,
7,Entrasol Platinum Vanilla 200g,Entrasol Platinum Vanilla 200g,200g,200g,public/products-uat/5e44f4661bafbSbL5P20JPSJ0SwY0FOX4QVCjJTMLeJvzmWm7wLpP.png,1,0,315,7,7,<p>Energy - 248 Kcal</p><p>Protein - 12g</p><p>Carbohydrate 32g</p><p>Vitamin C - 36.8 mg</p><p>Folic Acid - 125mcg</p><p>Iodine - 46.2 mcg</p>,<p>It offers balance Nutrition</p>,<p>Add 4 scoops of Entrasol Platinum gradually to 200ml of water then stir until it completely dissolve.</p><p>1-2 Serving per day</p>,"<p>Entrasol Platinum offers Balance Nutrition. It has high protein for cell repair and regeneration. Composed of 75% Whey protein for easy absorption and prevention of muscle loss. High Fiber with 80% inulin for healthy bowel function and 20% beta glucan to lower cholesterol. It has Calcium, Vitamin D and Magnesium for stronger bones and healthier heart based on research.</p>",0,
7,Entrasol Platinum Chocolate 200g,Entrasol Platinum Chocolate 200g,200g,200g,public/products-uat/5e44f4d93a3e98qhLkmymJsRVcz9JFQTWRUlnhqUyf4gVSlmMWKc6.png,1,0,315,7,7,<p>Energy - 248 Kcal</p><p>Protein - 12g</p><p>Carbohydrate 32g</p><p>Vitamin C - 36.8 mg</p><p>Folic Acid - 125mcg</p><p>Iodine - 46.2 mcg</p>,<p>It offers balance Nutrition</p>,<p>Add 4 scoops of Entrasol Platinum gradually to 200ml of water then stir until it completely dissolve.</p><p>1-2 Serving per day</p>,"<p>Entrasol Platinum offers Balance Nutrition. It has high protein for cell repair and regeneration. Composed of 75% Whey protein for easy absorption and prevention of muscle loss. High Fiber with 80% inulin for healthy bowel function and 20% beta glucan to lower cholesterol. It has Calcium, Vitamin D and Magnesium for stronger bones and healthier heart based on research.</p>",0,
